date,stock_type,price_type,price
2020-12-02,AMZN,close,3203.530029
2020-12-03,AMZN,close,3186.72998
2020-12-04,AMZN,close,3162.580078
2020-12-07,AMZN,close,3158.0
2020-12-08,AMZN,close,3177.290039
2020-12-09,AMZN,close,3104.199951
2020-12-10,AMZN,close,3101.48999
2020-12-11,AMZN,close,3116.419922
2020-12-14,AMZN,close,3156.969971
2020-12-15,AMZN,close,3165.120117
2020-12-16,AMZN,close,3240.959961
2020-12-17,AMZN,close,3236.080078
2020-12-18,AMZN,close,3201.649902
2020-12-21,AMZN,close,3206.179932
2020-12-22,AMZN,close,3206.52002
2020-12-23,AMZN,close,3185.27002
2020-12-24,AMZN,close,3172.689941
2020-12-28,AMZN,close,3283.959961
2020-12-29,AMZN,close,3322.0
2020-12-30,AMZN,close,3285.850098
2020-12-31,AMZN,close,3256.929932
2021-01-04,AMZN,close,3186.629883
2021-01-05,AMZN,close,3218.51001
2021-01-06,AMZN,close,3138.379883
2021-01-07,AMZN,close,3162.159912
2021-01-08,AMZN,close,3182.699951
2021-01-11,AMZN,close,3114.209961
2021-01-12,AMZN,close,3120.830078
2021-01-13,AMZN,close,3165.889893
2021-01-14,AMZN,close,3127.469971
2021-01-15,AMZN,close,3104.25
2021-01-19,AMZN,close,3120.76001
2021-01-20,AMZN,close,3263.379883
2021-01-21,AMZN,close,3306.98999
2021-01-22,AMZN,close,3292.22998
2021-01-25,AMZN,close,3294.0
2020-09-01,GME,close,7.65
2020-09-02,GME,close,7.71
2020-09-03,GME,close,7.82
2020-09-04,GME,close,7.65
2020-09-08,GME,close,7.7
2020-09-09,GME,close,7.35
2020-09-10,GME,close,6.23
2020-09-11,GME,close,6.09
2020-09-14,GME,close,6.91
2020-09-15,GME,close,7.09
2020-09-16,GME,close,8.68
2020-09-17,GME,close,9.2
2020-09-18,GME,close,9.47
2020-09-21,GME,close,8.75
2020-09-22,GME,close,10.56
2020-09-23,GME,close,10.04
2020-09-24,GME,close,9.14
2020-09-25,GME,close,10.02
2020-09-28,GME,close,10.09
2020-09-29,GME,close,10.35
2020-09-30,GME,close,10.2
2020-10-01,GME,close,9.77
2020-10-02,GME,close,9.39
2020-10-05,GME,close,9.46
2020-10-06,GME,close,9.13
2020-10-07,GME,close,9.36
2020-10-08,GME,close,13.49
2020-10-09,GME,close,12.02
2020-10-12,GME,close,11.8
2020-10-13,GME,close,11.88
2020-10-14,GME,close,12.25
2020-10-15,GME,close,13.83
2020-10-16,GME,close,13.31
2020-10-19,GME,close,13.91
2020-10-20,GME,close,13.86
2020-10-21,GME,close,14.1
2020-10-22,GME,close,14.91
2020-10-23,GME,close,15.0
2020-10-26,GME,close,13.45
2020-10-27,GME,close,12.69
2020-10-28,GME,close,11.82
2020-10-29,GME,close,11.73
2020-10-30,GME,close,10.47
2020-11-02,GME,close,10.75
2020-11-03,GME,close,11.57
2020-11-04,GME,close,10.91
2020-11-05,GME,close,11.45
2020-11-06,GME,close,11.86
2020-11-09,GME,close,11.49
2020-11-10,GME,close,11.1
2020-11-11,GME,close,11.75
2020-11-12,GME,close,11.13
2020-11-13,GME,close,11.01
2020-11-16,GME,close,12.06
2020-11-17,GME,close,11.63
2020-11-18,GME,close,11.57
2020-11-19,GME,close,12.46
2020-11-20,GME,close,12.71
2020-11-23,GME,close,13.9
2020-11-24,GME,close,13.67
2020-11-25,GME,close,14.75
2020-11-27,GME,close,16.08
2020-11-30,GME,close,16.559999
2020-12-01,GME,close,15.8
2020-12-02,GME,close,16.58
2020-12-03,GME,close,16.120001
2020-12-04,GME,close,16.9
2020-12-07,GME,close,16.35
2020-12-08,GME,close,16.940001
2020-12-09,GME,close,13.66
2020-12-10,GME,close,14.12
2020-12-11,GME,close,13.31
2020-12-14,GME,close,12.72
2020-12-15,GME,close,13.85
2020-12-16,GME,close,13.85
2020-12-17,GME,close,14.83
2020-12-18,GME,close,15.63
2020-12-21,GME,close,15.53
2020-12-22,GME,close,19.459999
2020-12-23,GME,close,20.57
2020-12-24,GME,close,20.15
2020-12-28,GME,close,20.99
2020-12-29,GME,close,19.379999
2020-12-30,GME,close,19.26
2020-12-31,GME,close,18.84
2021-01-04,GME,close,17.25
2021-01-05,GME,close,17.370001
2021-01-06,GME,close,18.360001
2021-01-07,GME,close,18.08
2021-01-08,GME,close,17.690001
2021-01-11,GME,close,19.940001
2021-01-12,GME,close,19.950001
2021-01-13,GME,close,31.4
2021-01-14,GME,close,39.91
2021-01-15,GME,close,35.5
2021-01-19,GME,close,39.360001
2021-01-20,GME,close,39.119999
2021-01-21,GME,close,43.029999
2021-01-22,GME,close,65.010002
2021-01-25,GME,close,76.790001
2020-09-01,KO,close,49.119999
2020-09-02,KO,close,51.189999
2020-09-03,KO,close,50.48
2020-09-04,KO,close,51.040001
2020-09-08,KO,close,49.810001
2020-09-09,KO,close,50.189999
2020-09-10,KO,close,50.0
2020-09-11,KO,close,51.060001
2020-09-14,KO,close,50.709999
2020-09-15,KO,close,51.049999
2020-09-16,KO,close,50.790001
2020-09-17,KO,close,50.549999
2020-09-18,KO,close,50.450001
2020-09-21,KO,close,49.09
2020-09-22,KO,close,49.66
2020-09-23,KO,close,48.209999
2020-09-24,KO,close,48.700001
2020-09-25,KO,close,48.720001
2020-09-28,KO,close,49.279999
2020-09-29,KO,close,48.919998
2020-09-30,KO,close,49.369999
2020-10-01,KO,close,49.18
2020-10-02,KO,close,49.360001
2020-10-05,KO,close,49.380001
2020-10-06,KO,close,48.939999
2020-10-07,KO,close,49.560001
2020-10-08,KO,close,50.459999
2020-10-09,KO,close,50.810001
2020-10-12,KO,close,51.09
2020-10-13,KO,close,50.220001
2020-10-14,KO,close,50.119999
2020-10-15,KO,close,49.990002
2020-10-16,KO,close,50.029999
2020-10-19,KO,close,49.619999
2020-10-20,KO,close,50.25
2020-10-21,KO,close,49.990002
2020-10-22,KO,close,50.68
2020-10-23,KO,close,50.52
2020-10-26,KO,close,49.799999
2020-10-27,KO,close,49.900002
2020-10-28,KO,close,47.959999
2020-10-29,KO,close,48.02
2020-10-30,KO,close,48.060001
2020-11-02,KO,close,48.619999
2020-11-03,KO,close,49.349998
2020-11-04,KO,close,49.169998
2020-11-05,KO,close,49.439999
2020-11-06,KO,close,49.450001
2020-11-09,KO,close,52.57
2020-11-10,KO,close,53.98
2020-11-11,KO,close,53.580002
2020-11-12,KO,close,53.009998
2020-11-13,KO,close,53.450001
2020-11-16,KO,close,53.849998
2020-11-17,KO,close,53.68
2020-11-18,KO,close,52.610001
2020-11-19,KO,close,53.130001
2020-11-20,KO,close,52.669998
2020-11-23,KO,close,52.68
2020-11-24,KO,close,53.220001
2020-11-25,KO,close,52.93
2020-11-27,KO,close,52.700001
2020-11-30,KO,close,51.599998
2020-12-01,KO,close,52.040001
2020-12-02,KO,close,52.110001
2020-12-03,KO,close,52.779999
2020-12-04,KO,close,53.849998
2020-12-07,KO,close,52.990002
2020-12-08,KO,close,53.18
2020-12-09,KO,close,53.330002
2020-12-10,KO,close,53.049999
2020-12-11,KO,close,53.349998
2020-12-14,KO,close,53.27
2020-12-15,KO,close,53.84
2020-12-16,KO,close,53.060001
2020-12-17,KO,close,53.27
2020-12-18,KO,close,53.740002
2020-12-21,KO,close,52.810001
2020-12-22,KO,close,52.759998
2020-12-23,KO,close,53.080002
2020-12-24,KO,close,53.439999
2020-12-28,KO,close,54.16
2020-12-29,KO,close,54.130001
2020-12-30,KO,close,54.439999
2020-12-31,KO,close,54.84
2021-01-04,KO,close,52.759998
2021-01-05,KO,close,52.18
2021-01-06,KO,close,50.52
2021-01-07,KO,close,49.959999
2021-01-08,KO,close,51.080002
2021-01-11,KO,close,50.200001
2021-01-12,KO,close,50.110001
2021-01-13,KO,close,50.16
2021-01-14,KO,close,49.23
2021-01-15,KO,close,48.700001
2021-01-19,KO,close,48.509998
2021-01-20,KO,close,48.68
2021-01-21,KO,close,48.950001
2021-01-22,KO,close,48.490002
2021-01-25,KO,close,48.779999
2020-09-01,TSLA,close,475.049988
2020-09-02,TSLA,close,447.369995
2020-09-03,TSLA,close,407.0
2020-09-04,TSLA,close,418.320007
2020-09-08,TSLA,close,330.209991
2020-09-09,TSLA,close,366.279999
2020-09-10,TSLA,close,371.339996
2020-09-11,TSLA,close,372.720001
2020-09-14,TSLA,close,419.619995
2020-09-15,TSLA,close,449.76001
2020-09-16,TSLA,close,441.76001
2020-09-17,TSLA,close,423.429993
2020-09-18,TSLA,close,442.149994
2020-09-21,TSLA,close,449.390015
2020-09-22,TSLA,close,424.230011
2020-09-23,TSLA,close,380.359985
2020-09-24,TSLA,close,387.790009
2020-09-25,TSLA,close,407.339996
2020-09-28,TSLA,close,421.200012
2020-09-29,TSLA,close,419.070007
2020-09-30,TSLA,close,429.01001
2020-10-01,TSLA,close,448.160004
2020-10-02,TSLA,close,415.089996
2020-10-05,TSLA,close,425.679993
2020-10-06,TSLA,close,413.980011
2020-10-07,TSLA,close,425.299988
2020-10-08,TSLA,close,425.920013
2020-10-09,TSLA,close,434.0
2020-10-12,TSLA,close,442.299988
2020-10-13,TSLA,close,446.649994
2020-10-14,TSLA,close,461.299988
2020-10-15,TSLA,close,448.880005
2020-10-16,TSLA,close,439.670013
2020-10-19,TSLA,close,430.829987
2020-10-20,TSLA,close,421.940002
2020-10-21,TSLA,close,422.640015
2020-10-22,TSLA,close,425.790009
2020-10-23,TSLA,close,420.630005
2020-10-26,TSLA,close,420.279999
2020-10-27,TSLA,close,424.679993
2020-10-28,TSLA,close,406.019989
2020-10-29,TSLA,close,410.829987
2020-10-30,TSLA,close,388.040009
2020-11-02,TSLA,close,400.51001
2020-11-03,TSLA,close,423.899994
2020-11-04,TSLA,close,420.980011
2020-11-05,TSLA,close,438.089996
2020-11-06,TSLA,close,429.950012
2020-11-09,TSLA,close,421.26001
2020-11-10,TSLA,close,410.359985
2020-11-11,TSLA,close,417.130005
2020-11-12,TSLA,close,411.76001
2020-11-13,TSLA,close,408.5
2020-11-16,TSLA,close,408.089996
2020-11-17,TSLA,close,441.609985
2020-11-18,TSLA,close,486.640015
2020-11-19,TSLA,close,499.269989
2020-11-20,TSLA,close,489.609985
2020-11-23,TSLA,close,521.849976
2020-11-24,TSLA,close,555.380005
2020-11-25,TSLA,close,574.0
2020-11-27,TSLA,close,585.76001
2020-11-30,TSLA,close,567.599976
2020-12-01,TSLA,close,584.76001
2020-12-02,TSLA,close,568.820007
2020-12-03,TSLA,close,593.380005
2020-12-04,TSLA,close,599.039978
2020-12-07,TSLA,close,641.76001
2020-12-08,TSLA,close,649.880005
2020-12-09,TSLA,close,604.47998
2020-12-10,TSLA,close,627.070007
2020-12-11,TSLA,close,609.98999
2020-12-14,TSLA,close,639.830017
2020-12-15,TSLA,close,633.25
2020-12-16,TSLA,close,622.77002
2020-12-17,TSLA,close,655.900024
2020-12-18,TSLA,close,695.0
2020-12-21,TSLA,close,649.859985
2020-12-22,TSLA,close,640.340027
2020-12-23,TSLA,close,645.97998
2020-12-24,TSLA,close,661.77002
2020-12-28,TSLA,close,663.690002
2020-12-29,TSLA,close,665.98999
2020-12-30,TSLA,close,694.780029
2020-12-31,TSLA,close,705.669983
2021-01-04,TSLA,close,729.77002
2021-01-05,TSLA,close,735.109985
2021-01-06,TSLA,close,755.97998
2021-01-07,TSLA,close,816.039978
2021-01-08,TSLA,close,880.02002
2021-01-11,TSLA,close,811.190002
2021-01-12,TSLA,close,849.440002
2021-01-13,TSLA,close,854.409973
2021-01-14,TSLA,close,845.0
2021-01-15,TSLA,close,826.159973
2021-01-19,TSLA,close,844.549988
2021-01-20,TSLA,close,850.450012
2021-01-21,TSLA,close,844.98999
2021-01-22,TSLA,close,846.640015
2021-01-25,TSLA,close,880.799988
2020-09-01,VZ,close,59.16
2020-09-02,VZ,close,60.529999
2020-09-03,VZ,close,60.610001
2020-09-04,VZ,close,60.48
2020-09-08,VZ,close,59.959999
2020-09-09,VZ,close,60.040001
2020-09-10,VZ,close,59.529999
2020-09-11,VZ,close,59.790001
2020-09-14,VZ,close,60.32
2020-09-15,VZ,close,60.599998
2020-09-16,VZ,close,60.369999
2020-09-17,VZ,close,60.59
2020-09-18,VZ,close,60.349998
2020-09-21,VZ,close,59.610001
2020-09-22,VZ,close,59.82
2020-09-23,VZ,close,58.91
2020-09-24,VZ,close,59.189999
2020-09-25,VZ,close,59.389999
2020-09-28,VZ,close,59.360001
2020-09-29,VZ,close,59.240002
2020-09-30,VZ,close,59.490002
2020-10-01,VZ,close,59.450001
2020-10-02,VZ,close,59.240002
2020-10-05,VZ,close,59.66
2020-10-06,VZ,close,59.459999
2020-10-07,VZ,close,59.610001
2020-10-08,VZ,close,59.189999
2020-10-09,VZ,close,59.330002
2020-10-12,VZ,close,59.549999
2020-10-13,VZ,close,59.360001
2020-10-14,VZ,close,58.43
2020-10-15,VZ,close,58.16
2020-10-16,VZ,close,58.049999
2020-10-19,VZ,close,57.299999
2020-10-20,VZ,close,57.25
2020-10-21,VZ,close,56.75
2020-10-22,VZ,close,57.330002
2020-10-23,VZ,close,57.959999
2020-10-26,VZ,close,57.810001
2020-10-27,VZ,close,57.380001
2020-10-28,VZ,close,56.310001
2020-10-29,VZ,close,56.759998
2020-10-30,VZ,close,56.990002
2020-11-02,VZ,close,57.700001
2020-11-03,VZ,close,57.75
2020-11-04,VZ,close,57.220001
2020-11-05,VZ,close,58.150002
2020-11-06,VZ,close,58.529999
2020-11-09,VZ,close,59.84
2020-11-10,VZ,close,61.099998
2020-11-11,VZ,close,61.0
2020-11-12,VZ,close,60.790001
2020-11-13,VZ,close,61.060001
2020-11-16,VZ,close,60.889999
2020-11-17,VZ,close,60.75
2020-11-18,VZ,close,60.32
2020-11-19,VZ,close,60.209999
2020-11-20,VZ,close,60.040001
2020-11-23,VZ,close,60.23
2020-11-24,VZ,close,60.639999
2020-11-25,VZ,close,60.41
2020-11-27,VZ,close,60.580002
2020-11-30,VZ,close,60.41
2020-12-01,VZ,close,60.580002
2020-12-02,VZ,close,61.360001
2020-12-03,VZ,close,61.740002
2020-12-04,VZ,close,61.549999
2020-12-07,VZ,close,61.349998
2020-12-08,VZ,close,61.450001
2020-12-09,VZ,close,61.459999
2020-12-10,VZ,close,60.509998
2020-12-11,VZ,close,60.349998
2020-12-14,VZ,close,59.98
2020-12-15,VZ,close,60.549999
2020-12-16,VZ,close,59.91
2020-12-17,VZ,close,60.009998
2020-12-18,VZ,close,60.459999
2020-12-21,VZ,close,59.490002
2020-12-22,VZ,close,58.990002
2020-12-23,VZ,close,58.959999
2020-12-24,VZ,close,58.84
2020-12-28,VZ,close,58.98
2020-12-29,VZ,close,58.810001
2020-12-30,VZ,close,58.139999
2020-12-31,VZ,close,58.75
2021-01-04,VZ,close,58.849998
2021-01-05,VZ,close,58.580002
2021-01-06,VZ,close,59.290001
2021-01-07,VZ,close,58.529999
2021-01-08,VZ,close,57.799999
2021-01-11,VZ,close,57.459999
2021-01-12,VZ,close,57.259998
2021-01-13,VZ,close,57.060001
2021-01-14,VZ,close,57.040001
2021-01-15,VZ,close,57.380001
2021-01-19,VZ,close,57.049999
2021-01-20,VZ,close,57.259998
2021-01-21,VZ,close,57.27
2021-01-22,VZ,close,57.470001
2021-01-25,VZ,close,58.419998
2020-09-01,AAPL,low,130.529999
2020-09-02,AAPL,low,127.0
2020-09-03,AAPL,low,120.5
2020-09-04,AAPL,low,110.889999
2020-09-08,AAPL,low,112.68
2020-09-09,AAPL,low,115.260002
2020-09-10,AAPL,low,112.5
2020-09-11,AAPL,low,110.0
2020-09-14,AAPL,low,112.800003
2020-09-15,AAPL,low,113.610001
2020-09-16,AAPL,low,112.040001
2020-09-17,AAPL,low,108.709999
2020-09-18,AAPL,low,106.089996
2020-09-21,AAPL,low,103.099998
2020-09-22,AAPL,low,109.160004
2020-09-23,AAPL,low,106.769997
2020-09-24,AAPL,low,105.0
2020-09-25,AAPL,low,107.669998
2020-09-28,AAPL,low,112.779999
2020-09-29,AAPL,low,113.57
2020-09-30,AAPL,low,113.620003
2020-10-01,AAPL,low,115.830002
2020-10-02,AAPL,low,112.220001
2020-10-05,AAPL,low,113.550003
2020-10-06,AAPL,low,112.25
2020-10-07,AAPL,low,114.129997
2020-10-08,AAPL,low,114.589996
2020-10-09,AAPL,low,114.919998
2020-10-12,AAPL,low,119.279999
2020-10-13,AAPL,low,119.650002
2020-10-14,AAPL,low,119.620003
2020-10-15,AAPL,low,118.150002
2020-10-16,AAPL,low,118.809998
2020-10-19,AAPL,low,115.660004
2020-10-20,AAPL,low,115.629997
2020-10-21,AAPL,low,116.449997
2020-10-22,AAPL,low,114.589996
2020-10-23,AAPL,low,114.279999
2020-10-26,AAPL,low,112.879997
2020-10-27,AAPL,low,114.540001
2020-10-28,AAPL,low,111.099998
2020-10-29,AAPL,low,112.199997
2020-10-30,AAPL,low,107.720001
2020-11-02,AAPL,low,107.32
2020-11-03,AAPL,low,108.730003
2020-11-04,AAPL,low,112.349998
2020-11-05,AAPL,low,116.870003
2020-11-06,AAPL,low,116.129997
2020-11-09,AAPL,low,116.050003
2020-11-10,AAPL,low,114.129997
2020-11-11,AAPL,low,116.440002
2020-11-12,AAPL,low,118.57
2020-11-13,AAPL,low,117.870003
2020-11-16,AAPL,low,118.150002
2020-11-17,AAPL,low,118.959999
2020-11-18,AAPL,low,118.0
2020-11-19,AAPL,low,116.809998
2020-11-20,AAPL,low,117.290001
2020-11-23,AAPL,low,113.75
2020-11-24,AAPL,low,112.589996
2020-11-25,AAPL,low,115.169998
2020-11-27,AAPL,low,116.220001
2020-11-30,AAPL,low,116.809998
2020-12-01,AAPL,low,120.010002
2020-12-02,AAPL,low,120.889999
2020-12-03,AAPL,low,122.209999
2020-12-04,AAPL,low,121.519997
2020-12-07,AAPL,low,122.25
2020-12-08,AAPL,low,123.089996
2020-12-09,AAPL,low,121.0
2020-12-10,AAPL,low,120.150002
2020-12-11,AAPL,low,120.550003
2020-12-14,AAPL,low,121.540001
2020-12-15,AAPL,low,124.129997
2020-12-16,AAPL,low,126.559998
2020-12-17,AAPL,low,128.039993
2020-12-18,AAPL,low,126.120003
2020-12-21,AAPL,low,123.449997
2020-12-22,AAPL,low,129.649994
2020-12-23,AAPL,low,130.779999
2020-12-24,AAPL,low,131.100006
2020-12-28,AAPL,low,133.509995
2020-12-29,AAPL,low,134.339996
2020-12-30,AAPL,low,133.399994
2020-12-31,AAPL,low,131.720001
2021-01-04,AAPL,low,126.760002
2021-01-05,AAPL,low,128.429993
2021-01-06,AAPL,low,126.379997
2021-01-07,AAPL,low,127.860001
2021-01-08,AAPL,low,130.229996
2021-01-11,AAPL,low,128.5
2021-01-12,AAPL,low,126.860001
2021-01-13,AAPL,low,128.490005
2021-01-14,AAPL,low,128.759995
2021-01-15,AAPL,low,127.0
2021-01-19,AAPL,low,126.940002
2021-01-20,AAPL,low,128.550003
2021-01-21,AAPL,low,133.589996
2021-01-22,AAPL,low,135.020004
2021-01-25,AAPL,low,136.539993
2020-09-01,AMZN,low,3467.0
2020-09-02,AMZN,low,3486.689941
2020-09-03,AMZN,low,3303.0
2020-09-04,AMZN,low,3111.129883
2020-09-08,AMZN,low,3130.0
2020-09-09,AMZN,low,3185.0
2020-09-10,AMZN,low,3170.550049
2020-09-11,AMZN,low,3083.97998
2020-09-14,AMZN,low,3096.0
2020-09-15,AMZN,low,3108.919922
2020-09-16,AMZN,low,3074.149902
2020-09-17,AMZN,low,2972.550049
2020-09-18,AMZN,low,2905.540039
2020-09-21,AMZN,low,2871.0
2020-09-22,AMZN,low,3000.199951
2020-09-23,AMZN,low,2992.379883
2020-09-24,AMZN,low,2965.0
2020-09-25,AMZN,low,2999.0
2020-09-28,AMZN,low,3117.169922
2020-09-29,AMZN,low,3132.540039
2020-09-30,AMZN,low,3133.98999
2020-10-01,AMZN,low,3172.0
2020-10-02,AMZN,low,3123.0
2020-10-05,AMZN,low,3140.850098
2020-10-06,AMZN,low,3090.0
2020-10-07,AMZN,low,3132.389893
2020-10-08,AMZN,low,3174.98999
2020-10-09,AMZN,low,3197.830078
2020-10-12,AMZN,low,3339.550049
2020-10-13,AMZN,low,3424.219971
2020-10-14,AMZN,low,3340.0
2020-10-15,AMZN,low,3280.0
2020-10-16,AMZN,low,3160.0
2020-10-19,AMZN,low,3192.73999
2020-10-20,AMZN,low,3192.01001
2020-10-21,AMZN,low,3160.0
2020-10-22,AMZN,low,3121.939941
2020-10-23,AMZN,low,3140.0
2020-10-26,AMZN,low,3153.300049
2020-10-27,AMZN,low,3211.300049
2020-10-28,AMZN,low,3162.469971
2020-10-29,AMZN,low,3164.0
2020-10-30,AMZN,low,3019.0
2020-11-02,AMZN,low,2950.120117
2020-11-03,AMZN,low,2980.97998
2020-11-04,AMZN,low,3139.72998
2020-11-05,AMZN,low,3288.879883
2020-11-06,AMZN,low,3232.0
2020-11-09,AMZN,low,3112.110107
2020-11-10,AMZN,low,3019.47998
2020-11-11,AMZN,low,3050.0
2020-11-12,AMZN,low,3086.050049
2020-11-13,AMZN,low,3085.389893
2020-11-16,AMZN,low,3072.689941
2020-11-17,AMZN,low,3135.26001
2020-11-18,AMZN,low,3105.100098
2020-11-19,AMZN,low,3080.919922
2020-11-20,AMZN,low,3098.050049
2020-11-23,AMZN,low,3065.459961
2020-11-24,AMZN,low,3086.26001
2020-11-25,AMZN,low,3140.26001
2020-11-27,AMZN,low,3190.050049
2020-11-30,AMZN,low,3125.550049
2020-12-01,AMZN,low,3157.179932
2020-12-02,AMZN,low,3173.26001
2020-12-03,AMZN,low,3181.310059
2020-12-04,AMZN,low,3158.76001
2020-12-07,AMZN,low,3141.689941
2020-12-08,AMZN,low,3120.02002
2020-12-09,AMZN,low,3088.0
2020-12-10,AMZN,low,3076.0
2020-12-11,AMZN,low,3072.820068
2020-12-14,AMZN,low,3126.0
2020-12-15,AMZN,low,3130.48999
2020-12-16,AMZN,low,3163.679932
2020-12-17,AMZN,low,3221.0
2020-12-18,AMZN,low,3171.600098
2020-12-21,AMZN,low,3166.0
2020-12-22,AMZN,low,3180.080078
2020-12-23,AMZN,low,3184.169922
2020-12-24,AMZN,low,3169.0
2020-12-28,AMZN,low,3172.689941
2020-12-29,AMZN,low,3281.219971
2020-12-30,AMZN,low,3282.469971
2020-12-31,AMZN,low,3241.199951
2021-01-04,AMZN,low,3144.02002
2021-01-05,AMZN,low,3165.060059
2021-01-06,AMZN,low,3131.159912
2021-01-07,AMZN,low,3155.0
2021-01-08,AMZN,low,3142.199951
2021-01-11,AMZN,low,3110.0
2021-01-12,AMZN,low,3086.0
2021-01-13,AMZN,low,3122.080078
2021-01-14,AMZN,low,3120.590088
2021-01-15,AMZN,low,3095.169922
2021-01-19,AMZN,low,3096.0
2021-01-20,AMZN,low,3175.0
2021-01-21,AMZN,low,3289.570068
2021-01-22,AMZN,low,3283.159912
2021-01-25,AMZN,low,3243.149902
2020-09-01,GME,low,6.77
2020-09-02,GME,low,7.11
2020-09-03,GME,low,7.24
2020-09-04,GME,low,7.17
2020-09-08,GME,low,7.48
2020-09-09,GME,low,7.31
2020-09-10,GME,low,6.19
2020-09-11,GME,low,5.87
2020-09-14,GME,low,6.43
2020-09-15,GME,low,6.69
2020-09-16,GME,low,7.03
2020-09-17,GME,low,8.41
2020-09-18,GME,low,8.91
2020-09-21,GME,low,8.38
2020-09-22,GME,low,9.9
2020-09-23,GME,low,9.92
2020-09-24,GME,low,9.01
2020-09-25,GME,low,9.1
2020-09-28,GME,low,9.55
2020-09-29,GME,low,9.93
2020-09-30,GME,low,10.06
2020-10-01,GME,low,9.69
2020-10-02,GME,low,9.3
2020-10-05,GME,low,9.25
2020-10-06,GME,low,9.1
2020-10-07,GME,low,9.17
2020-10-08,GME,low,9.19
2020-10-09,GME,low,11.9
2020-10-12,GME,low,11.4
2020-10-13,GME,low,11.65
2020-10-14,GME,low,12.05
2020-10-15,GME,low,11.99
2020-10-16,GME,low,13.08
2020-10-19,GME,low,13.38
2020-10-20,GME,low,13.67
2020-10-21,GME,low,13.8
2020-10-22,GME,low,14.19
2020-10-23,GME,low,14.55
2020-10-26,GME,low,13.26
2020-10-27,GME,low,12.36
2020-10-28,GME,low,11.78
2020-10-29,GME,low,11.68
2020-10-30,GME,low,10.36
2020-11-02,GME,low,10.5
2020-11-03,GME,low,10.63
2020-11-04,GME,low,10.61
2020-11-05,GME,low,11.06
2020-11-06,GME,low,11.32
2020-11-09,GME,low,11.25
2020-11-10,GME,low,10.83
2020-11-11,GME,low,11.21
2020-11-12,GME,low,10.97
2020-11-13,GME,low,11.0
2020-11-16,GME,low,10.72
2020-11-17,GME,low,11.23
2020-11-18,GME,low,11.56
2020-11-19,GME,low,11.45
2020-11-20,GME,low,12.54
2020-11-23,GME,low,12.67
2020-11-24,GME,low,13.3
2020-11-25,GME,low,13.42
2020-11-27,GME,low,14.88
2020-11-30,GME,low,16.559999
2020-12-01,GME,low,15.76
2020-12-02,GME,low,15.38
2020-12-03,GME,low,15.87
2020-12-04,GME,low,16.26
2020-12-07,GME,low,16.219999
2020-12-08,GME,low,15.93
2020-12-09,GME,low,13.23
2020-12-10,GME,low,13.05
2020-12-11,GME,low,13.02
2020-12-14,GME,low,12.14
2020-12-15,GME,low,12.48
2020-12-16,GME,low,13.58
2020-12-17,GME,low,13.59
2020-12-18,GME,low,15.18
2020-12-21,GME,low,15.28
2020-12-22,GME,low,16.15
2020-12-23,GME,low,19.129999
2020-12-24,GME,low,19.950001
2020-12-28,GME,low,20.35
2020-12-29,GME,low,18.559999
2020-12-30,GME,low,18.85
2020-12-31,GME,low,18.799999
2021-01-04,GME,low,17.15
2021-01-05,GME,low,17.23
2021-01-06,GME,low,17.33
2021-01-07,GME,low,18.02
2021-01-08,GME,low,17.08
2021-01-11,GME,low,19.01
2021-01-12,GME,low,19.32
2021-01-13,GME,low,20.030001
2021-01-14,GME,low,33.049999
2021-01-15,GME,low,34.009998
2021-01-19,GME,low,36.639999
2021-01-20,GME,low,36.060001
2021-01-21,GME,low,37.0
2021-01-22,GME,low,42.32
2021-01-25,GME,low,61.130001
2020-09-01,KO,low,48.830002
2020-09-02,KO,low,49.360001
2020-09-03,KO,low,50.099998
2020-09-04,KO,low,50.279999
2020-09-08,KO,low,49.360001
2020-09-09,KO,low,49.549999
2020-09-10,KO,low,49.950001
2020-09-11,KO,low,50.099998
2020-09-14,KO,low,50.57
2020-09-15,KO,low,50.84
2020-09-16,KO,low,50.740002
2020-09-17,KO,low,49.939999
2020-09-18,KO,low,50.209999
2020-09-21,KO,low,48.610001
2020-09-22,KO,low,49.07
2020-09-23,KO,low,48.169998
2020-09-24,KO,low,47.560001
2020-09-25,KO,low,47.98
2020-09-28,KO,low,49.139999
2020-09-29,KO,low,48.91
2020-09-30,KO,low,48.889999
2020-10-01,KO,low,48.59
2020-10-02,KO,low,48.549999
2020-10-05,KO,low,49.119999
2020-10-06,KO,low,48.830002
2020-10-07,KO,low,48.950001
2020-10-08,KO,low,49.540001
2020-10-09,KO,low,50.599998
2020-10-12,KO,low,50.830002
2020-10-13,KO,low,49.900002
2020-10-14,KO,low,49.650002
2020-10-15,KO,low,49.299999
2020-10-16,KO,low,49.869999
2020-10-19,KO,low,49.459999
2020-10-20,KO,low,49.790001
2020-10-21,KO,low,49.77
2020-10-22,KO,low,50.380001
2020-10-23,KO,low,50.470001
2020-10-26,KO,low,49.200001
2020-10-27,KO,low,49.549999
2020-10-28,KO,low,47.779999
2020-10-29,KO,low,47.299999
2020-10-30,KO,low,47.369999
2020-11-02,KO,low,48.240002
2020-11-03,KO,low,49.0
2020-11-04,KO,low,49.080002
2020-11-05,KO,low,49.34
2020-11-06,KO,low,49.25
2020-11-09,KO,low,52.07
2020-11-10,KO,low,52.450001
